n_victimas,fecha,hora,comuna,tipo_calle,longitud,latutid,victima,acusado,gravedad
1,2020-04-22,15:00:00,10,CALLE,-58.493089232535,-34.622379792763,MOTO,TRANSPORTE PUBLICO,GRAVE
1,2020-04-22,16:00:00,10,AVENIDA,-58.526918160178,-34.634682112629,MOTO,SD,SD
2,2020-04-22,,SD,SD,SD,SD,CAMIONETA,AUTO,SD
1,2020-04-23,00:00:00,4,AVENIDA,-58.378234881324,-34.649055361221,MOTO,AUTO,SD
1,2020-04-23,08:00:00,12,CALLE,-58.501380421486,-34.569090693221,MOTO,OBJETO FIJO,SD
1,2020-04-23,06:00:00,4,CALLE,-58.384468613798,-34.647896579063,AUTO,AUTO,SD
1,2020-04-23,09:00:00,6,AVENIDA,-58.437170801071,-34.628509222140,MOTO,MOTO,SD
1,2020-04-23,13:00:00,7,CALLE,-58.437458866508,-34.639143051148,MOTO,AUTO,SD
1,2020-04-23,15:00:00,1,CALLE,-58.377429223130,-34.616292288378,MOTO,MOTO,SD
1,2020-04-23,16:00:00,9,AVENIDA,-58.487340883705,-34.647439627524,MOTO,AUTO,SD
1,2020-04-23,19:00:00,11,CALLE,-58.462850189392,-34.610162990302,MOTO,AUTO,SD
1,2020-04-23,19:00:00,15,AVENIDA,-58.439219411675,-34.599751531463,MOTO,TRANSPORTE PUBLICO,SD
1,2020-04-23,17:00:00,3,AVENIDA,-58.405472227484,-34.604562939849,MOTO,CAMIONETA,SD
1,2020-04-23,16:00:00,3,AVENIDA,-58.410347062735,-34.604029511198,PEATON,TAXI,SD
1,2020-04-24,17:00:00,11,AVENIDA,-58.506166227560,-34.60237830625,SD,SD,SD
1,2020-04-24,18:00:00,1,AVENIDA,-58.383993478406,-34.632395292777,PEATON,AUTO,SD
1,2020-04-24,20:00:00,14,AVENIDA,-58.412115954802,-34.571637659696,AUTO,MOTO,SD
1,2020-04-25,01:00:00,13,AVENIDA,-58.454250033857,-34.56487411169,PEATON,AUTO,SD
1,2020-04-25,09:00:00,14,CALLE,-58.432981324848,-34.577849324979,MOVIL,TRANSPORTE PUBLICO,SD
1,2020-04-25,,SD,SD,SD,SD,PEATON,OBJETO FIJO,SD
1,2020-04-26,01:00:00,7,AVENIDA,-58.468484680408,-34.633285763336,SD,TRANSPORTE PUBLICO,SD
1,2020-04-26,12:00:00,14,CALLE,-58.413405814963,-34.584657737121,MOTO,CAMIONETA,sd
1,2020-04-26,16:00:00,11,AVENIDA,-58.503092151402,-34.600478614314,MOTO,AUTO,SD
1,2020-04-27,00:00:00,14,AVENIDA,-58.416002875807,-34.597854205101,AUTO,AUTO,SD
1,2020-04-27,04:00:00,4,AVENIDA,-58.416577932922,-34.654762169465,TRANSPORTE PUBLICO,AUTO,SD
1,2020-04-27,06:00:00,8,CALLE,-58.479198480844,-34.687174787189,MOTO,SD,SD
1,2020-04-27,11:00:00,9,CALLE,-58.489458267712,-34.658420381044,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2020-04-27,15:00:00,11,AVENIDA,-58.485158051252,-34.606914226716,PEATON,AUTO,SD
1,2020-04-27,16:00:00,14,AVENIDA,-58.408224246378,-34.582843011289,TAXI,MOVIL,SD
1,2020-04-27,20:00:00,4,CALLE,-58.404477406215,-34.650366199747,MOTO,TAXI,SD
1,2020-04-27,,SD,SD,,,MOTO,TRANSPORTE PUBLICO,SD
1,2020-04-28,06:00:00,9,AVENIDA,-58.466002552689,-34.645367854530,CAMIONETA,CAMIONETA,SD
1,2020-04-28,14:00:00,14,AVENIDA,-58.424989611008,-34.574556239745,MOTO,AUTO,SD
1,2020-04-28,19:00:00,3,AVENIDA,-58.408917361527,-34.604118249860,MOTO,TRANSPORTE PUBLICO,SD
1,2020-04-29,08:00:00,6,AVENIDA,-58.444023875263,-34.629331096496,MOTO,SD,SD
1,2020-04-29,09:00:00,13,CALLE,-58.470473520113,-34.544092589885,PEATON,SD,SD
1,2020-04-29,19:00:00,5,CALLE,-58.419645533896,-34.604359676011,PEATON,MOTO,SD
1,2020-04-29,,8,SD,-58.486725,-34.684785,MOTO,CAMIONETA,SD
1,2020-04-29,12:00:00,3,AVENIDA,-58.391996575022,-34.612095177510,MOTO,SD,SD
1,2020-04-29,14:00:00,13,CALLE,-58.461956365744,-34.562330582104,MOTO,AUTO,SD
1,2020-04-29,,SD,SD,SD,SD,AUTO,CAMION,SD
1,2020-04-29,00:00:00,12,GRAL PAZ,-58.501882562566,-34.555058847753,PEATON,AUTO,SD
2,2020-04-29,15:00:00,2,AVENIDA,-58.390565937948,-34.584185691079,MOTO,TRANSPORTE PUBLICO,SD
1,2020-04-29,14:00:00,13,CALLE,-58.460975085448,-34.560337847613,MOTO,MOVIL,SD
1,2020-04-29,17:00:00,15,AVENIDA,-58.480779892330,-34.598830937512,MOTO,SD,SD
1,2020-04-29,15:00:00,15,AVENIDA,-58.438499228763,-34.588690346469,PEATON,SD,SD
1,2020-04-29,00:00:00,3,AVENIDA,-58.409254545037,-34.620022345225,SD,SD,SD
1,2020-04-29,16:00:00,3,AVENIDA,-58.409254545037,-34.620022345225,MOTO,TRANSPORTE PUBLICO,SD
1,2020-04-29,18:00:00,4,CALLE,-58.412016676950,-34.648949100562,SD,AUTO,SD
1,2020-04-29,18:00:00,6,AVENIDA,-58.435648802329,-34.628286560256,MOTO,SD,SD
1,2020-04-29,21:00:00,1,CALLE,-58.387520482728,-34.632203844093,SD,SD,SD
1,2020-04-30,15:00:00,14,AVENIDA,-58.416664775689,-34.584908656109,SD,SD,SD
1,2020-04-30,13:00:00,6,AVENIDA,-58.447848455661,-34.623014556041,PEATON,MOTO,SD
2,2020-04-30,13:00:00,4,AVENIDA,-58.386526432177,-34.637177381370,MOTO,AUTO,SD
2,2020-04-30,15:00:00,9,AVENIDA,-58.487458038446,-34.651034337351,AUTO,AUTO,SD
1,2020-04-30,16:00:00,1,CALLE,-58.381588869104,-34.629737360835,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2020-04-30,17:00:00,1,AVENIDA,-58.370412501071,-34.603013905923,MOTO,SD,SD
1,2020-05-01,15:00:00,7,CALLE,-58.474103335545,-34.630437267177,MOTO,AUTO,SD
1,2020-05-01,19:00:00,15,AVENIDA,-58.465512139922,-34.596338397294,MOTO,UTILITARIO,SD
1,2020-05-01,15:00:00,15,CALLE,-58.434074435024,-34.597798219041,PEATON,UTILITARIO,SD
1,2020-05-01,17:00:00,15,CALLE,-58.444661548359,-34.604898957028,MOTO,MOTO,SD
1,2020-05-01,20:00:00,4,CALLE,-58.422938056484,-34.651579005680,AUTO,SD,SD
1,2020-05-02,14:00:00,1,AVENIDA,-58.368063513960,-34.62407085032,SD,SD,SD
2,2020-05-02,23:00:00,7,CALLE,-58.461795641759,-34.619334862753,MOTO,SD,SD
1,2020-05-02,12:00:00,13,GRAL PAZ,-58.467473635233,-34.536102708082,MOTO,SD,SD
1,2020-05-02,15:00:00,3,CALLE,-58.395808265065,-34.620627344436,AUTO,AUTO,SD
1,2020-05-02,14:00:00,10,CALLE,-58.504533122137,-34.640218123934,MOTO,SD,SD
1,2020-05-02,19:00:00,8,CALLE,-58.472169125811,-34.683146410862,PEATON,MOTO,SD
1,2020-05-02,19:00:00,7,CALLE,-58.463309188821,-34.620662293575,MOTO,AUTO,SD
1,2020-05-03,14:00:00,9,AVENIDA,-58.507646564939,-34.656129053084,AUTO,OBJETO FIJO,SD
1,2020-05-03,13:00:00,9,AVENIDA,-58.513515414062,-34.651075334885,MOVIL,AUTO,SD
1,2020-05-03,16:00:00,12,AVENIDA,-58.467194716205,-34.562470010221,MOTO,UTILITARIO,SD
1,2020-05-03,21:00:00,1,CALLE,-58.378812247969,-34.591914770633,PEATON,UTILITARIO,SD
1,2020-05-03,21:00:00,15,AVENIDA,-58.452095721214,-34.600149821397,MOTO,OBJETO FIJO,SD
1,2020-05-04,06:00:00,1,CALLE,-58.367161229864,-34.619308186496,MOTO,TRANSPORTE PUBLICO,SD
1,2020-05-04,08:00:00,14,CALLE,-58.426237365658,-34.581357318336,AUTO,AUTO,SD
1,2020-05-04,11:00:00,9,AVENIDA,-58.508775232972,-34.656707442937,MOTO,UTILITARIO,SD
1,2020-05-04,10:00:00,1,AVENIDA,-58.382209281858,-34.603738980870,MOTO,AUTO,SD
1,2020-05-04,12:00:00,14,CALLE,-58.433947872642,-34.587495090461,PEATON,SD,SD
1,2020-05-04,12:00:00,5,AVENIDA,-58.412449516725,-34.635468986510,MOTO,AUTO,SD
1,2020-05-04,,1,SD,-58.380853,-34.582191,PEATON,UTILITARIO,SD
1,2020-05-04,14:00:00,11,CALLE,-58.475099601429,-34.608070419332,MOTO,UTILITARIO,SD
1,2020-05-04,16:00:00,3,CALLE,-58.404141291583,-34.617043879749,SD,SD,SD
1,2020-05-04,13:00:00,4,AVENIDA,-58.390928514258,-34.629326967998,TAXI,TAXI,SD
1,2020-05-04,19:00:00,14,AVENIDA,-58.431228925411,-34.566776119774,MOTO,AUTO,GRAVE
1,2020-05-04,17:00:00,14,CALLE,-58.431960469427,-34.580349396187,MOTO,TRANSPORTE PUBLICO,SD
1,2020-05-04,19:00:00,3,AVENIDA,-58.402173162117,-34.623779257788,PEATON,AUTO,SD
1,2020-05-05,10:00:00,9,GRAL PAZ,-58.529279828869,-34.639317520336,PEATON,TRANSPORTE PUBLICO,SD
1,2020-05-05,12:00:00,1,AVENIDA,-58.381353762551,-34.613100568506,MOTO,AUTO,SD
1,2020-05-05,12:00:00,4,CALLE,-58.382349966775,-34.632866771747,PEATON,SD,SD
1,2020-05-05,20:00:00,7,CALLE,-58.456030699990,-34.628124264760,MOTO,MOTO,SD
1,2020-05-05,13:00:00,6,CALLE,-58.437292343915,-34.613855409975,MOTO,AUTO,SD
1,2020-05-05,16:00:00,15,AVENIDA,-58.426242133073,-34.596511384787,MOTO,UTILITARIO,SD
1,2020-05-05,17:00:00,13,CALLE,-58.441441087030,-34.578332269164,MOTO,AUTO,SD
1,2020-05-05,14:00:00,7,CALLE,-58.448123182117,-34.632995208055,AUTO,SD,SD
1,2020-05-05,22:00:00,10,GRAL PAZ,-58.530340969644,-34.618134252947,AUTO,AUTO,SD
1,2020-05-05,,SD,SD,,,MOTO,OBJETO FIJO,SD
1,2020-05-06,10:00:00,15,CALLE,-58.473319373098,-34.590808759262,AUTO,UTILITARIO,SD
1,2020-05-06,13:00:00,12,AVENIDA,-58.485957586936,-34.54737810648,MOTO,AUTO,SD
1,2020-05-06,14:00:00,13,CALLE,-58.445833027416,-34.557015419250,MOTO,AUTO,SD
1,2020-05-06,14:00:00,7,AVENIDA,-58.456365997251,-34.641075680271,PEATON,TRANSPORTE PUBLICO,SD
1,2020-05-06,14:00:00,15,AVENIDA,-58.436617638394,-34.604282806148,MOTO,SD,SD
1,2020-05-06,14:00:00,3,AVENIDA,-58.392860673059,-34.601678258480,MOTO,SD,SD
1,2020-05-06,16:00:00,15,CALLE,-58.453960925865,-34.581135865651,MOTO,AUTO,SD
1,2020-05-06,18:00:00,4,CALLE,-58.377672780189,-34.638162058960,PEATON,SD,SD
1,2020-05-06,17:00:00,10,CALLE,-58.517905465556,-34.621071545056,MOTO,SD,SD
1,2020-05-06,18:00:00,13,AVENIDA,-58.462843055924,-34.574243464533,PEATON,MOTO,SD
3,2020-05-07,23:00:00,9,CALLE,-58.478675014789,-34.640532296908,UTILITARIO,SD,SD
1,2020-05-07,15:00:00,1,AVENIDA,-58.385732472048,-34.627062201117,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2020-05-07,13:00:00,9,AVENIDA,-58.509235704679,-34.657041286437,MOTO,SD,SD
1,2020-05-07,14:00:00,1,AVENIDA,-58.384394762619,-34.62231326204,PEATON,AUTO,SD
1,2020-05-07,15:00:00,15,CALLE,-58.442426544060,-34.586098570951,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2020-05-07,15:00:00,3,AVENIDA,-58.403724400784,-34.598454471462,MOTO,SD,SD
1,2020-05-07,15:00:00,13,CALLE,-58.462533754977,-34.555480927127,PEATON,AUTO,SD
1,2020-05-07,19:00:00,11,AVENIDA,-58.520120288819,-34.617795423237,MOTO,SD,SD
1,2020-05-07,19:00:00,4,AVENIDA,-58.375067724135,-34.636107648453,MOTO,AUTO,SD
1,2020-05-07,21:00:00,1,AVENIDA,-58.368437018815,-34.620596172238,SD,SD,SD
2,2020-05-08,19:00:00,7,AVENIDA,-58.439534923596,-34.648253836582,MOVIL,SD,SD
1,2020-05-08,13:00:00,8,GRAL PAZ,-58.479767858452,-34.691531969258,MOTO,TRANSPORTE PUBLICO,SD
1,2020-05-08,19:00:00,10,AVENIDA,-58.516948102761,-34.620214635621,MOTO,SD,SD
1,2020-05-08,20:00:00,1,CALLE,-58.389072126375,-34.619062087072,PEATON,AUTO,SD
1,2020-05-08,19:00:00,15,CALLE,-58.435328346233,-34.596162391751,PEATON,AUTO,SD
1,2020-05-09,23:00:00,1,AVENIDA,-58.381041666429,-34.619756510062,MOTO,TAXI,SD
1,2020-05-09,13:00:00,4,AVENIDA,-58.375397711044,-34.634410335703,PEATON,MOTO,SD
1,2020-05-09,00:00:00,8,AVENIDA,-58.465555303846,-34.683580609834,MOTO,SD,SD
1,2020-05-09,10:00:00,11,AVENIDA,-58.479821115745,-34.613422268970,UTILITARIO,UTILITARIO,SD
2,2020-05-09,11:00:00,6,CALLE,-58.437932191272,-34.622587625788,MOVIL,TRANSPORTE PUBLICO,SD
1,2020-05-09,13:00:00,9,GRAL PAZ,-58.525766059083,-34.656887319301,MOTO,UTILITARIO,SD
1,2020-05-09,,SD,SD,SD,SD,MOTO,SD,SD
1,2020-05-09,12:00:00,11,GRAL PAZ,-58.517599124048,-34.585957395793,PEATON,AUTO,SD
1,2020-05-09,13:00:00,9,CALLE,-58.514035132823,-34.651525114553,MOTO,AUTO,SD
1,2020-05-09,16:00:00,15,CALLE,-58.496935163830,-34.592098782580,MOTO,AUTO,SD
1,2020-05-09,13:00:00,3,AVENIDA,-58.403637609972,-34.614751243042,MOTO,UTILITARIO,SD
1,2020-05-09,17:00:00,4,CALLE,-58.420579091588,-34.653520531472,MOTO,AUTO,SD
2,2020-05-09,23:00:00,13,CALLE,-58.447694853508,-34.556680311709,MOTO,AUTO,SD
1,2020-05-09,19:00:00,11,CALLE,-58.491039557041,-34.610155400957,MOTO,AUTO,SD
1,2020-05-09,,SD,SD,SD,SD,PEATON,AUTO,SD
1,2020-05-09,,SD,SD,,,AUTO,AUTO,SD
1,2020-05-10,01:00:00,5,AVENIDA,-58.414469394867,-34.610735551189,MOTO,SD,SD
1,2020-05-10,12:00:00,8,CALLE,-58.473359264181,-34.687805902649,MOTO,SD,SD
1,2020-05-10,13:00:00,7,AVENIDA,-58.470210291502,-34.636328101985,MOTO,TAXI,SD
2,2020-05-11,06:00:00,7,CALLE,-58.464644349545,-34.628027712343,AUTO,SD,SD
1,2020-05-11,09:00:00,1,CALLE,-58.379674058202,-34.627599663899,PEATON,TRANSPORTE PUBLICO,SD
1,2020-05-11,,SD,SD,SD,SD,PEATON,AUTO,SD
1,2020-05-11,11:00:00,7,CALLE,-58.423761350593,-34.639167126377,MOTO,SD,SD
1,2020-05-11,11:00:00,5,AVENIDA,-58.421222935717,-34.607545483453,MOTO,CAMION,SD
1,2020-05-11,11:00:00,11,AVENIDA,-58.516665800270,-34.589995587217,MOTO,SD,SD
1,2020-05-11,11:00:00,2,AVENIDA,-58.389231544631,-34.584796096616,AUTO,SD,SD
1,2020-05-11,13:00:00,9,AVENIDA,-58.510612547988,-34.634992767336,MOTO,SD,SD
1,2020-05-11,13:00:00,15,AVENIDA,-58.441398939250,-34.586780093119,MOTO,AUTO,SD
1,2020-05-11,12:00:00,3,AVENIDA,-58.401103697421,-34.628691940313,MOTO,AUTO,SD
1,2020-05-11,,SD,SD,-58.5048904138132,-34.6363903784367,MOTO,SD,SD
1,2020-05-11,16:00:00,12,CALLE,-58.480965994834,-34.570955106848,MOTO,SD,SD
1,2020-05-11,14:00:00,13,CALLE,-58.454302094629,-34.554951078787,PEATON,AUTO,SD
1,2020-05-11,17:00:00,6,AVENIDA,-58.427943352522,-34.621330335932,MOTO,MOTO,SD
1,2020-05-11,,SD,SD,SD,SD,SD,SD,SD
1,2020-05-11,,SD,SD,SD,SD,SD,SD,SD
1,2020-05-11,,SD,SD,SD,SD,SD,SD,SD
1,2020-05-11,21:00:00,1,AVENIDA,-58.381253722840,-34.599030525176,MOTO,MOVIL,sd
1,2020-05-11,,SD,SD,,,MOTO,OBJETO FIJO,GRAVE
2,2020-05-12,05:00:00,5,CALLE,-58.418276691841,-34.617462385513,MOTO,TAXI,SD
2,2020-05-12,09:00:00,13,CALLE,-58.461169264877,-34.563243970994,PEATON,SD,SD
1,2020-05-12,12:00:00,9,AVENIDA,-58.477899601732,-34.654415949948,AUTO,AUTO,SD
1,2020-05-12,12:00:00,15,AVENIDA,-58.450768435285,-34.588690532901,MOTO,AUTO,SD
1,2020-05-12,12:00:00,2,AVENIDA,-58.404784186808,-34.593729072341,PEATON,SD,SD
1,2020-05-12,15:00:00,9,AVENIDA,-58.500116391183,-34.673165020789,MOTO,MOTO,SD
1,2020-05-12,16:00:00,6,CALLE,-58.443965490593,-34.620182575616,MOTO,SD,SD
1,2020-05-12,19:00:00,8,AVENIDA,-58.436059023656,-34.673902607933,MOTO,AUTO,SD
1,2020-05-12,19:00:00,10,GRAL PAZ,-58.529913785089,-34.625715138994,UTILITARIO,SD,SD
1,2020-05-12,21:00:00,14,AVENIDA,-58.428057900846,-34.592971019733,MOTO,AUTO,GRAVE
2,2020-05-13,06:00:00,5,AVENIDA,-58.41381657603,-34.636049101940,AUTO,AUTO,SD
2,2020-05-13,11:00:00,15,AVENIDA,-58.434852629379,-34.601184050894,MOTO,AUTO,SD
1,2020-05-13,11:00:00,1,AVENIDA,-58.382092717442,-34.599069467290,MOTO,AUTO,SD
1,2020-05-13,12:00:00,15,AVENIDA,-58.449945190648,-34.589210212802,PEATON,AUTO,SD
1,2020-05-13,13:00:00,15,AVENIDA,-58.460536221956,-34.584943895488,AUTO,UTILITARIO,SD
1,2020-05-13,13:00:00,1,AVENIDA,-58.381758663927,-34.604989209095,MOTO,MOTO,SD
1,2020-05-13,13:00:00,9,GRAL PAZ,-58.508775218216,-34.669777099202,MOTO,UTILITARIO,SD
1,2020-05-13,22:00:00,15,AVENIDA,-58.424844981667,-34.597061383835,MOTO,TAXI,SD
1,2020-05-14,09:00:00,10,AVENIDA,-58.484084414857,-34.625181691908,MOTO,AUTO,SD
1,2020-05-14,,SD,SD,SD,SD,SD,SD,SD
2,2020-05-14,12:00:00,14,AVENIDA,-58.418351917436,-34.575864001542,SD,TRANSPORTE PUBLICO,SD
1,2020-05-14,11:00:00,7,AVENIDA,-58.456847564639,-34.640836097195,SD,SD,SD
1,2020-05-14,13:00:00,7,AVENIDA,-58.431393322337,-34.640460359292,CAMION,TRANSPORTE PUBLICO,SD
1,2020-05-14,23:00:00,4,CALLE,-58.403952032650,-34.652772534280,PEATON,AUTO,SD
1,2020-05-14,16:00:00,1,CALLE,-58.382066363241,-34.591585527472,MOTO,SD,SD
1,2020-05-14,17:00:00,7,AVENIDA,-58.463812512663,-34.632085814347,TRANSPORTE PUBLICO,AUTO,SD
1,2020-05-14,15:00:00,2,CALLE,-58.397330429042,-34.598576817967,PEATON,MOTO,SD
1,2020-05-14,16:00:00,11,AVENIDA,-58.507581325926,-34.604624648227,MOTO,SD,SD
1,2020-05-14,15:00:00,3,CALLE,-58.396974153074,-34.604757487121,MOTO,TAXI,SD
1,2020-05-14,16:00:00,7,CALLE,-58.469484523985,-34.634930592216,PEATON,MOTO,SD
1,2020-05-15,11:00:00,12,CALLE,-58.488138799306,-34.563102163920,CAMION,TRANSPORTE PUBLICO,SD
1,2020-05-15,12:00:00,6,AVENIDA,-58.448765871774,-34.607176207470,MOTO,MOTO,SD
1,2020-05-15,12:00:00,13,AVENIDA,-58.448192913984,-34.559864037273,PEATON,TRANSPORTE PUBLICO,SD
1,2020-05-15,12:00:00,3,AVENIDA,-58.393768663972,-34.622873197070,SD,SD,SD
1,2020-05-15,12:00:00,3,AVENIDA,-58.401356075197,-34.614430633031,MOTO,AUTO,SD
1,2020-05-15,13:00:00,14,CALLE,-58.436317654904,-34.569037820167,TRANSPORTE PUBLICO,SD,SD
1,2020-05-15,14:00:00,12,CALLE,-58.505596854740,-34.570891470089,MOTO,AUTO,SD
1,2020-05-15,13:00:00,7,AVENIDA,-58.446098288908,-34.644467297755,SD,SD,SD
1,2020-05-15,16:00:00,9,AVENIDA,-58.481399216627,-34.655789292378,UTILITARIO,TAXI,SD
2,2020-05-15,18:00:00,4,AVENIDA,-58.405445888672,-34.650128019694,MOTO,AUTO,SD
1,2020-05-15,16:00:00,9,AVENIDA,-58.472044600203,-34.651740506323,SD,MOTO,SD
1,2020-05-15,16:00:00,3,AVENIDA,-58.405456598622,-34.629183242344,MOTO,AUTO,SD
1,2020-05-15,19:00:00,6,CALLE,-58.440342553246,-34.607105986550,MOTO,TAXI,SD
1,2020-05-15,18:00:00,10,CALLE,-58.496195020996,-34.613986920867,MOTO,AUTO,SD
1,2020-05-16,07:00:00,3,CALLE,-58.392930116383,-34.622821800135,AUTO,AUTO,SD
1,2020-05-16,,SD,SD,SD,SD,AUTO,CAMION,SD
1,2020-05-16,17:00:00,13,CALLE,-58.450349037565,-34.559710901354,AUTO,SD,SD
1,2020-05-16,17:00:00,3,AVENIDA,-58.391491709047,-34.622732580572,MOTO,AUTO,SD
2,2020-05-16,18:00:00,4,CALLE,-58.387271565776,-34.652354446226,AUTO,AUTO,SD
1,2020-05-17,,SD,SD,SD,SD,SD,SD,SD
1,2020-05-17,00:00:00,4,AVENIDA,-58.399298208337,-34.634758250675,MOVIL,UTILITARIO,SD
1,2020-05-17,06:00:00,3,AVENIDA,-58.407782918364,-34.619719075068,TAXI,OBJETO FIJO,SD
2,2020-05-17,10:00:00,10,CALLE,-58.494368184750,-34.619950078362,UTILITARIO,SD,SD
1,2020-05-17,13:00:00,4,CALLE,-58.388261559154,-34.642975624014,UTILITARIO,CAMION,SD
1,2020-05-17,21:00:00,5,AVENIDA,-58.424678670910,-34.608630025984,MOTO,AUTO,SD
1,2020-05-17,,SD,SD,,,MOTO,AUTO,SD
1,2020-05-18,22:00:00,7,AVENIDA,-58.460085208607,-34.630763903857,MOTO,SD,SD
1,2020-05-18,17:00:00,15,AVENIDA,-58.448556705887,-34.600294656559,MOTO,AUTO,SD
2,2020-05-18,09:00:00,12,GRAL PAZ,-58.489410426249,-34.545961537757,UTILITARIO,SD,SD
1,2020-05-18,15:00:00,3,AVENIDA,-58.411675151743,-34.610715392251,TRANSPORTE PUBLICO,SD,SD
1,2020-05-18,12:00:00,5,AVENIDA,-58.425912283266,-34.615077390998,MOTO,TRANSPORTE PUBLICO,SD
1,2020-05-18,11:00:00,8,AVENIDA,-58.435216315551,-34.653980287250,MOTO,UTILITARIO,SD
1,2020-05-18,13:00:00,12,AVENIDA,-58.488876872077,-34.572346852038,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2020-05-18,,8,SD,-58.486725,-34.684785,MOTO,CAMION,GRAVE
1,2020-05-18,13:00:00,2,AVENIDA,-58.401890917313,-34.593937783958,MOTO,CAMION,SD
1,2020-05-18,13:00:00,12,AVENIDA,-58.503488012339,-34.587066080300,AUTO,AUTO,SD
1,2020-05-18,13:00:00,11,CALLE,-58.489885207743,-34.607839076157,MOTO,AUTO,SD
1,2020-05-18,16:00:00,11,AVENIDA,-58.476096045567,-34.618101861621,MOTO,AUTO,SD
1,2020-05-19,,SD,SD,SD,SD,SD,SD,SD
2,2020-05-19,21:00:00,1,CALLE,-58.369554886044,-34.584691722156,AUTO,SD,SD
1,2020-05-19,20:00:00,14,AVENIDA,-58.405187087366,-34.581561297826,PEATON,AUTO,SD
1,2020-05-19,11:00:00,14,CALLE,-58.439634068870,-34.564291005340,PEATON,MOTO,SD
1,2020-05-19,05:00:00,10,CALLE,-58.528351316872,-34.616915384164,AUTO,SD,SD
1,2020-05-19,12:00:00,1,AVENIDA,-58.373842227962,-34.593567768001,MOTO,TRANSPORTE PUBLICO,SD
1,2020-05-19,13:00:00,1,AVENIDA,-58.371484166735,-34.598416724897,MOTO,SD,SD
1,2020-05-19,14:00:00,6,CALLE,-58.440723939382,-34.614853145782,PEATON,AUTO,SD
1,2020-05-19,12:00:00,1,AVENIDA,-58.392152398998,-34.603402438706,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,SD
1,2020-05-19,15:00:00,3,CALLE,-58.407218773035,-34.623214773910,AUTO,AUTO,SD
1,2020-05-19,18:00:00,6,AVENIDA,-58.439301996049,-34.610798667929,SD,SD,SD
1,2020-05-19,17:00:00,11,CALLE,-58.481442451969,-34.599949027297,MOTO,AUTO,SD
1,2020-05-19,19:00:00,13,CALLE,-58.452229932834,-34.562250860518,MOTO,AUTO,SD
2,2020-05-19,20:00:00,4,AVENIDA,-58.408702751610,-34.649355411302,MOTO,SD,SD
1,2020-05-19,21:00:00,10,AVENIDA,-58.509596060434,-34.634717805482,MOTO,SD,SD
2,2020-05-20,09:00:00,14,AVENIDA,-58.424989611008,-34.574556239745,TAXI,SD,sd
1,2020-05-20,11:00:00,11,CALLE,-58.485704832746,-34.615079239489,AUTO,SD,SD
1,2020-05-20,12:00:00,1,AVENIDA,-58.386525898382,-34.603992269934,MOTO,AUTO,SD
1,2020-05-20,11:00:00,15,AVENIDA,-58.472209451881,-34.601113730730,MOTO,CAMION,SD
1,2020-05-20,13:00:00,11,AVENIDA,-58.508527548678,-34.592595749456,MOTO,AUTO,SD
1,2020-05-20,,SD,SD,SD,SD,MOTO,SD,SD
1,2020-05-20,,SD,SD,SD,SD,SD,SD,SD
2,2020-05-20,19:00:00,8,CALLE,-58.478324636053,-34.674944167311,MOTO,SD,SD
1,2020-05-21,22:00:00,5,CALLE,-58.413440573199,-34.626664838579,MOTO,SD,SD
2,2020-05-21,06:00:00,10,GRAL PAZ,-58.528997816142,-34.634690534129,MOTO,AUTO,SD
1,2020-05-21,12:00:00,10,AVENIDA,-58.485382943184,-34.62571499091,MOTO,AUTO,SD
1,2020-05-21,12:00:00,2,CALLE,-58.387034710576,-34.589067986923,MOTO,UTILITARIO,SD
1,2020-05-21,,6,SD,-58.437983,-34.608972,SD,SD,SD
1,2020-05-21,,SD,SD,SD,SD,SD,SD,SD
1,2020-05-21,,SD,SD,SD,SD,SD,SD,SD
1,2020-05-21,14:00:00,1,CALLE,-58.383019577505,-34.613022769757,MOTO,AUTO,SD
1,2020-05-21,06:00:00,1,AVENIDA,-58.366956005216,-34.605008384794,SD,SD,SD
1,2020-05-21,17:00:00,9,GRAL PAZ,-58.506362227492,-34.670179047341,MOTO,UTILITARIO,SD
1,2020-05-21,17:00:00,1,AVENIDA,-58.385475358428,-34.599226955664,PEATON,UTILITARIO,SD
1,2020-05-21,18:00:00,2,AVENIDA,-58.398697040267,-34.586407431539,PEATON,AUTO,SD
1,2020-05-21,16:00:00,7,AVENIDA,-58.469022298365,-34.635973653068,MOTO,AUTO,SD
1,2020-05-21,20:00:00,7,AVENIDA,-58.461971709202,-34.650147317161,SD,SD,SD
3,2020-05-22,22:00:00,14,AVENIDA,-58.430691277907,-34.582376847824,AUTO,SD,GRAVE
2,2020-05-22,09:00:00,15,AVENIDA,-58.460772243802,-34.596590507908,MOTO,SD,SD
1,2020-05-22,22:00:00,1,AVENIDA,-58.373472201049,-34.590048324985,PEATON,TRANSPORTE PUBLICO,SD
1,2020-05-22,11:00:00,5,CALLE,-58.429950979117,-34.601001539297,MOTO,AUTO,SD
