Cantidad_victimas,Fecha,Hora,Tipo_de_calle,Calle,Cruce,Dirección_normalizada,Comuna,Longitud,Latitud,Victima,Acusado
1,2021-02-20,19:00:00,CALLE,"JAURES, JEAN",SI,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON,AUTO
1,2021-02-21,01:00:00,AVENIDA,TRIUNVIRATO AV.,SI,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO
1,2021-02-21,15:00:00,CALLE,POTOSI,SI,POTOSI y GASCON,5,-58.42462955,-34.60727189,PEATON,CARGAS
1,2021-02-26,05:00:00,CALLE,"YRIGOYEN, HIPOLITO",SI,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO
1,2021-02-28,12:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS,SD
1,2021-03-03,16:00:00,AVENIDA,"PERON, EVA AV.",SI,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA,CARGAS
1,2021-03-11,03:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO,OTRO
1,2021-03-15,02:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO
1,2021-03-16,15:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO,CARGAS
1,2021-03-29,17:00:00,AVENIDA,COREA AV.,SI,"COREA AV. y TORRES Y TENORIO, PRES.",7,-58.44147621,-34.64357704,PEATON,PASAJEROS
1,2021-03-31,18:00:00,AVENIDA,"FALCON, RAMON L.,CNEL.",SI,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO,AUTO
1,2021-04-03,18:00:00,CALLE,FINOCHIETTO ENRIQUE DR.,NO,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON,PASAJEROS
1,2021-04-07,10:00:00,AVENIDA,9 DE JULIO AV.,SI,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON,CARGAS
1,2021-04-10,19:00:00,AUTOPISTA,"CANTILO, INT.",SI,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON,MOTO
1,2021-04-14,17:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO
1,2021-04-19,14:00:00,AVENIDA,"ALCORTA, AMANCIO AV.",SI,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO,CARGAS
1,2021-05-03,09:00:00,AVENIDA,"JANER, ANA MARIA",SI,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO,CARGAS
1,2021-05-09,06:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO
1,2021-05-11,07:00:00,AVENIDA,MONROE,SI,"MONROE y BALBIN, RICARDO, DR. AV.",13,-58.46649069,-34.56219075,PEATON,PASAJEROS
1,2021-05-14,11:00:00,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y SANTA FE AV.",14,-58.42653328,-34.57816791,MOTO,CARGAS
1,2021-05-15,12:00:00,AVENIDA,OLIDEN,SI,"OLIDEN y ALBERDI, JUAN BAUTISTA AV.",9,-58.50407099,-34.65303372,BICICLETA,AUTO
1,2021-05-20,05:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,MOTO,AUTO
1,2021-05-20,08:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y CASARES AV.,14,-58.40986646,-34.5772806,PEATON,PASAJEROS
1,2021-05-21,05:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 10900,9,-58.51739138,-34.63931792,PEATON,PASAJEROS
1,2021-05-22,18:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y PILAR",9,-58.50719962,-34.65556223,PEATON,AUTO
1,2021-05-25,02:00:00,AVENIDA,"PERON, EVA AV.",SI,"PERON, EVA AV. y ACOSTA, MARIANO",9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO
1,2021-05-26,17:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MULTIPLE
1,2021-05-31,02:00:00,AVENIDA,ELCANO AV.,SI,ELCANO AV. y GUZMAN AV.,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO
1,2021-06-02,16:00:00,AVENIDA,"VEDIA, AGUSTIN DE",SI,"VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.42190745,-34.65633192,MOTO,AUTO
1,2021-06-03,09:00:00,AVENIDA,CAPDEVILA,SI,CAPDEVILA y CONGRESO AV.,12,-58.49026573,-34.5698141,BICICLETA,AUTO
1,2021-06-03,20:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",NO,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",8,-58.45410344,-34.66902702,AUTO,AUTO
1,2021-06-10,13:00:00,AVENIDA,DEL LIBERTADOR AV.,NO,DEL LIBERTADOR AV. 5958,13,-58.44751621,-34.55719892,MOTO,PASAJEROS
1,2021-06-15,19:00:00,AVENIDA,27 DE FEBRERO AV.,SI,27 DE FEBRERO AV. y EREZCANO AV.,4,-58.42040352,-34.66005171,PEATON,CARGAS
1,2021-06-20,05:00:00,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 14723",8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO
1,2021-06-20,12:00:00,AVENIDA,CORRIENTES AV.,NO,CORRIENTES AV. 5783,15,-58.44399875,-34.5947736,PEATON,BICICLETA
1,2021-06-22,14:00:00,CALLE,TABARE,SI,TABARE y EREZCANO,4,-58.42759813,-34.65463857,MOTO,CARGAS
1,2021-06-29,12:00:00,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y PUEYRREDON AV.,3,-58.40547222,-34.60456293,MOTO,CARGAS
1,2021-07-09,23:00:00,AVENIDA,CORRALES,SI,"CORRALES y MORENO, PERITO AV.",4,-58.42473018,-34.6500828,BICICLETA,AUTO
1,2021-07-10,23:00:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,NO,AUTOPISTA  ARTURO ILLIA (CABINA DE PEAJE),2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO
1,2021-07-21,00:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y VEDIA",12,-58.48941042,-34.54596153,PEATON,AUTO
1,2021-07-22,01:00:00,AVENIDA,"GARAY, JUAN DE AV.",NO,"GARAY, JUAN DE AV. 2269",3,-58.3964074,-34.62783085,AUTO,OBJETO FIJO
1,2021-07-22,12:00:00,AVENIDA,"SALGUERO, JERONIMO",SI,"SALGUERO, JERONIMO y RIVADAVIA AV.",5,-58.41971993,-34.6111224,PEATON,PASAJEROS
1,2021-07-24,09:00:00,AVENIDA,"MORENO, PERITO AV.",SI,"MORENO, PERITO AV. y ALCORTA, AMANCIO AV.",4,-58.40544588,-34.65012801,PEATON,CARGAS
1,2021-07-27,07:00:00,AVENIDA,LA PLATA AV.,NO,LA PLATA AV. 2723,4,-58.42003882,-34.64645957,AUTO,CARGAS
1,2021-08-02,04:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",NO,"ALBERDI, JUAN BAUTISTA AV. 2906",7,-58.46851293,-34.63348678,AUTO,AUTO
1,2021-08-02,20:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y TONELERO",9,-58.52931141,-34.65422917,PEATON,CARGAS
1,2021-08-06,08:00:00,AVENIDA,SAN JUAN AV.,SI,SAN JUAN AV. y LA PLATA AV.,6,-58.42675754,-34.6269973,PEATON,PASAJEROS
1,2021-08-06,20:00:00,AVENIDA,LOPE DE VEGA AV.,SI,"LOPE DE VEGA AV. y PAZ, GRAL. AV.",11,-58.52933723,-34.61098186,PEATON,PASAJEROS
1,2021-08-08,09:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1,-58.37910943,-34.62764718,MOTO,OBJETO FIJO
1,2021-08-15,06:00:00,AVENIDA,"BEIRO, FRANCISCO AV.",NO,"BEIRO, FRANCISCO AV. 5071",11,-58.52161176,-34.61164474,MOTO,OBJETO FIJO
1,2021-08-20,17:00:00,AVENIDA,SANTA FE AV.,NO,SANTA FE AV. 3428,14,-58.41354692,-34.5869768,PEATON,AUTO
1,2021-08-28,08:00:00,AVENIDA,"CHILAVERT, MARTINIANO, CORONEL",SI,"CHILAVERT, MARTINIANO, CORONEL y VARELA AV.",8,-58.43960781,-34.65470804,MOTO,CARGAS
1,2021-08-31,16:00:00,CALLE,SAN LUIS,NO,SAN LUIS 2730,3,-58.4045461,-34.60003693,PEATON,MOTO
1,2021-09-01,19:00:00,AVENIDA,CALLAO AV.,SI,CALLAO AV. y PARAGUAY,2,-58.39303911,-34.59871111,PEATON,AUTO
1,2021-09-18,12:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,"DEL LIBERTADOR AV. y AGOTE, LUIS DR.",2,-58.39391034,-34.58405348,BICICLETA,AUTO
1,2021-09-20,15:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,MULTIPLE
1,2021-09-21,14:00:00,CALLE,SALTA,SI,SALTA y BRASIL,1,-58.38281301,-34.62786038,PEATON,CARGAS
1,2021-10-16,06:00:00,AVENIDA,"MORENO, PERITO AV.",NO,"MORENO, PERITO AV. 2152",7,-58.43980799,-34.65094083,MOTO,OBJETO FIJO
1,2021-10-18,07:00:00,AVENIDA,DIRECTORIO AV.,NO,DIRECTORIO AV. 1169,6,-58.44402387,-34.62933109,MOTO,CARGAS
1,2021-10-23,06:00:00,AVENIDA,INDEPENDENCIA AV.,SI,INDEPENDENCIA AV. y LA PLATA AV.,6,-58.42779702,-34.62207347,MOTO,PASAJEROS
1,2021-10-25,03:00:00,CALLE,TUCUMAN,NO,TUCUMAN 3112,3,-58.40944147,-34.60097942,PEATON,AUTO
1,2021-10-28,16:00:00,AVENIDA,ARENALES,SI,ARENALES y 9 DE JULIO AV.,1,-58.38277479,-34.5943016,MOTO,AUTO
1,2021-11-02,13:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,NO,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRANDSEN,4,-58.37627355,-34.63800916,MOTO,CARGAS
1,2021-11-06,04:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,NO,AUTOPISTA 25 DE MAYO y PASCO,3,-58.39591856,-34.62453459,MOTO,AUTO
1,2021-11-09,00:00:00,AVENIDA,CABILDO AV.,SI,CABILDO AV. y OLAZABAL,13,-58.45829717,-34.56015762,MOTO,AUTO
1,2021-11-11,03:00:00,AVENIDA,TAPALQUE,SI,TAPALQUE y BRUIX AV.,9,-58.49142611,-34.64584795,AUTO,OBJETO FIJO
1,2021-11-20,18:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y EZEIZA",12,-58.51271409,-34.57786555,MOTO,OBJETO FIJO
1,2021-11-25,10:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PUAN,6,-58.44864864,-34.62352826,PEATON,PASAJEROS
1,2021-11-27,11:00:00,CALLE,ESMERALDA,NO,ESMERALDA 1359,1,-58.37795815,-34.59167894,PEATON,BICICLETA
1,2021-12-01,15:00:00,CALLE,MONROE,SI,MONROE y 3 DE FEBRERO,13,-58.45531707,-34.55555257,MOTO,AUTO
1,2021-12-02,01:00:00,AVENIDA,GAONA AV.,NO,GAONA AV. 3655,11,-58.47633683,-34.62140594,MOTO,AUTO
1,2021-12-10,11:00:00,AVENIDA,9 DE JULIO AV.,SI,9 DE JULIO AV. y LAVALLE,1,-58.38188582,-34.60256036,PEATON,PASAJEROS
1,2021-12-11,23:00:00,CALLE,BAIGORRIA,SI,"BAIGORRIA y HUGO, VICTOR",10,-58.51989389,-34.62284918,MOTO,AUTO
1,2021-12-12,06:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PUEYRREDON AV.,3,-58.4059686,-34.61011987,PEATON,AUTO
1,2021-12-13,17:00:00,AVENIDA,RIESTRA AV.,SI,RIESTRA AV. y MOM,7,-58.43353773,-34.64561636,MOTO,AUTO
1,2021-12-20,01:00:00,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",SI,"DELLEPIANE, LUIS, TTE. GRAL. y LACARRA AV.",9,-58.46739825,-34.65117757,MOTO,AUTO
1,2021-12-30,00:00:00,AVENIDA,GAONA AV.,SI,GAONA AV. y TERRADA,11,-58.47293407,-34.61984745,MOTO,CARGAS
1,2021-12-15,10:00:00,AVENIDA,"PERON, EVA AV.",NO,"PERON, EVA AV. 4071",9,-58.47066794,-34.65021673,AUTO,CARGAS
1,2021-11-18,06:00:00,CALLE,PADRE CARLOS MUJICA,NO,PADRE CARLOS MUGICA 709,1,-58.37976155,-34.58679619,BICICLETA,AUTO
