Cantidad_victimas,Fecha,Hora,Tipo_de_calle,Calle,Cruce,Dirección_normalizada,Comuna,Longitud,Latitud,Victima,Acusado
1,2018-03-28,10:00:00,AVENIDA,GAONA AV.,SI,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.46909362,-34.6177971,MOTO,CARGAS
1,2018-04-02,13:00:00,AVENIDA,CABILDO AV.,SI,CABILDO AV. y AGUILAR,13,-58.44704343,-34.5688864,PEATON,PASAJEROS
1,2018-04-07,07:00:00,AVENIDA,CAMARONES,SI,CAMARONES y LOPE DE VEGA AV.,10,-58.50535541,-34.62902048,MOTO,CARGAS
1,2018-04-11,18:00:00,AVENIDA,SANTA FE AV.,NO,SANTA FE AV. 2320,2,-58.40021675,-34.59522198,PEATON,PASAJEROS
1,2018-04-12,16:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 6950,7,-58.46325991,-34.62919627,PEATON,PASAJEROS
1,2018-04-13,23:00:00,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y ARGERICH,15,-58.49471482,-34.59694755,MOTO,AUTO
1,2018-04-18,18:00:00,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y URIBURU JOSE E., PRES.",2,-58.3987261,-34.59975962,PEATON,CARGAS
2,2018-04-20,17:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 1571,1,-58.38872177,-34.60885045,PEATON,AUTO
1,2018-04-27,11:00:00,CALLE,"FREIRE, RAMON, CAP. GRAL.",SI,"FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-58.45686132,-34.57305993,PEATON,CARGAS
1,2018-04-27,13:00:00,AVENIDA,LA PLATA AV.,SI,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-58.42281627,-34.64282424,PEATON,PASAJEROS
1,2018-04-27,18:00:00,CALLE,BRANDSEN,SI,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,MOTO,CARGAS
1,2018-04-28,06:00:00,AVENIDA,"VILARDEBO, TEODORO",SI,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-58.49122843,-34.61207587,MOTO,AUTO
1,2018-04-28,09:00:00,AVENIDA,ALBERTI,SI,ALBERTI e INDEPENDENCIA AV.,3,-58.40098306,-34.61866627,PEATON,AUTO
1,2018-04-30,07:00:00,AVENIDA,ALVAREZ THOMAS AV.,NO,ALVAREZ THOMAS AV. 879,13,-58.45448963,-34.5791692,AUTO,CARGAS
1,2018-05-02,03:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-58.52927982,-34.63931752,PEATON,AUTO
1,2018-05-08,19:00:00,AVENIDA,CORRIENTES AV.,SI,CORRIENTES AV. y DORREGO AV.,15,-58.44759966,-34.5917024,PEATON,PASAJEROS
1,2018-05-09,10:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON,PASAJEROS
1,2018-05-11,19:00:00,CALLE,QUESADA,NO,QUESADA 2300,13,-58.4621322,-34.55395823,PEATON,AUTO
1,2018-05-14,18:00:00,AVENIDA,CABILDO AV.,SI,CABILDO AV. y JURAMENTO AV.,13,-58.45669422,-34.5620361,PEATON,PASAJEROS
1,2018-05-15,21:00:00,CALLE,CALIFORNIA,SI,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4,-58.3597716,-34.64341878,PEATON,AUTO
1,2018-05-18,20:00:00,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",SI,"CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15,-58.49820145,-34.59070093,PEATON,PASAJEROS
1,2018-05-20,02:00:00,CALLE,SAN LUIS,SI,SAN LUIS y AGUERO,3,-58.4105928,-34.5993918,MOTO,AUTO
1,2018-05-22,11:00:00,CALLE,LUGONES,NO,LUGONES 2430,12,-58.47969138,-34.57121563,PEATON,BICICLETA
1,2018-05-29,07:00:00,AVENIDA,INDEPENDENCIA AV.,SI,INDEPENDENCIA AV. y JUJUY AV.,3,-58.40351561,-34.61883916,MOTO,AUTO
1,2018-06-02,13:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 11050,9,-58.51973844,-34.63918987,PEATON,PASAJEROS
1,2018-06-03,03:00:00,CALLE,COMBATE DE LOS POZOS,SI,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3,-58.39311376,-34.62163006,MOTO,PASAJEROS
1,2018-06-03,06:00:00,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y THAMES,15,-58.43531242,-34.59082159,MOTO,AUTO
1,2018-06-08,06:00:00,AVENIDA,"GARAY, JUAN DE AV.",SI,"GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5,-58.41178165,-34.63035454,MOTO,OTRO
1,2018-06-08,12:00:00,AVENIDA,LAVALLE,SI,"LAVALLE y ALEM, LEANDRO N. AV.",1,-58.370488,-34.60189492,PEATON,PASAJEROS
1,2018-06-10,11:00:00,CALLE,ESTADOS UNIDOS,SI,ESTADOS UNIDOS y PICHINCHA,3,-58.39883882,-34.61964833,MOTO,MOTO
1,2018-06-14,01:00:00,CALLE,ROSARIO,SI,ROSARIO y BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,PEATON,CARGAS
1,2018-06-16,21:00:00,AVENIDA,"ALEM, LEANDRO N. AV.",SI,"ALEM, LEANDRO N. AV. y VIAMONTE",1,-58.37093138,-34.59952725,PEATON,PASAJEROS
1,2018-06-25,01:00:00,AVENIDA,VARELA AV.,SI,VARELA AV. y PRIMERA JUNTA,7,-58.45855262,-34.63953253,AUTO,CARGAS
1,2018-06-26,17:00:00,CALLE,"PELLEGRINI, CARLOS",SI,"PELLEGRINI, CARLOS y JUNCAL",1,-58.38161909,-34.59283447,MOTO,CARGAS
1,2018-06-28,11:00:00,AVENIDA,CORRIENTES AV.,SI,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15,-58.45511899,-34.58698157,PEATON,PASAJEROS
1,2018-06-29,16:00:00,AVENIDA,"MONTES DE OCA, MANUEL AV.",SI,"MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4,-58.37724226,-34.62973033,PASAJEROS,AUTO
1,2018-07-01,09:00:00,AVENIDA,CARABOBO AV.,SI,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7,-58.45546217,-34.62930339,MOTO,AUTO
1,2018-07-04,21:00:00,AVENIDA,CORDOBA AV.,NO,CORDOBA AV. 2215,2,-58.39897064,-34.59954925,BICICLETA,PASAJEROS
1,2018-07-07,15:00:00,CALLE,ESTADOS UNIDOS,SI,"ESTADOS UNIDOS y URQUIZA, GRAL.",3,-58.40917826,-34.62126274,MOTO,PASAJEROS
1,2018-07-10,17:00:00,AVENIDA,MORENO,SI,"MORENO y HUERGO, ING. AV.",1,-58.36726348,-34.61099738,MOTO,CARGAS
1,2018-07-11,13:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,NO,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8,-58.48267426,-34.68454456,MOTO,CARGAS
1,2018-07-11,15:00:00,AVENIDA,"IRIARTE, GRAL. AV.",NO,"IRIARTE, GRAL. AV. 3400",4,-58.39546165,-34.65168841,PEATON,CARGAS
1,2018-07-14,06:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",NO,"ALBERDI, JUAN BAUTISTA AV. 2968",7,-58.46941984,-34.63376545,AUTO,CARGAS
1,2018-07-15,07:00:00,AVENIDA,DEL LIBERTADOR AV.,SI,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14,-58.40367321,-34.58129246,PEATON,AUTO
1,2018-07-16,09:00:00,CALLE,"CHAVEZ, JORGE",SI,"CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,AUTO,CARGAS
1,2018-07-16,23:00:00,CALLE,"URQUIZA, GRAL.",SI,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,AUTO,CARGAS
1,2018-07-21,06:00:00,CALLE,PARAGUAY,SI,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,PEATON,AUTO
1,2018-07-23,07:00:00,GRAL PAZ,DE LOS CORRALES AV.,SI,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,PEATON,CARGAS
1,2018-07-25,22:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.6590353,PEATON,AUTO
1,2018-07-29,06:00:00,AVENIDA,CASTANARES AV.,SI,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,PEATON,MULTIPLE
1,2018-08-01,15:00:00,AVENIDA,LARRAZABAL,SI,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,MOTO,CARGAS
1,2018-08-02,05:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,CARGAS
1,2018-08-03,07:00:00,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",SI,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,PEATON,CARGAS
2,2018-08-03,18:00:00,AVENIDA,ENTRE RIOS AV.,SI,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO,PASAJEROS
1,2018-08-10,21:00:00,AVENIDA,DIRECTORIO AV.,SI,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PEATON,PASAJEROS
1,2018-08-15,19:00:00,AVENIDA,PAVON AV.,SI,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PEATON,PASAJEROS
1,2018-08-17,16:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO,CARGAS
1,2018-08-17,17:00:00,AVENIDA,PICHINCHA AV.,SI,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON,PASAJEROS
1,2018-08-18,10:00:00,AVENIDA,27 DE FEBRERO AV.,SI,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,MOTO,AUTO
1,2018-08-19,18:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,SI,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO,AUTO
1,2018-08-20,08:00:00,AVENIDA,CORDOBA AV.,SI,CORDOBA AV. y GASCON,14,-58.4233693,-34.59774487,MOTO,AUTO
1,2018-08-20,08:00:00,CALLE,15 DE NOVIEMBRE DE 1889,NO,15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PEATON,PASAJEROS
1,2018-08-23,05:00:00,CALLE,"SALGUERO, JERONIMO",SI,"SALGUERO, JERONIMO y BERUTI",14,-58.4116902,-34.5857988,MOTO,PASAJEROS
1,2018-08-26,00:00:00,AVENIDA,LACARRA AV.,SI,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO,AUTO
1,2018-08-31,22:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,SI,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,PEATON,AUTO
1,2018-09-02,10:00:00,AVENIDA,VARELA AV.,SI,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,AUTO,OTRO
2,2018-09-09,05:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO,AUTO
1,2018-09-12,14:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON,PASAJEROS
1,2018-09-20,10:00:00,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",NO,"RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,MOTO,AUTO
1,2018-09-21,00:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.5407313,AUTO,MULTIPLE
1,2018-09-21,00:00:00,CALLE,FAMATINA,SI,"FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO,AUTO
1,2018-09-27,17:00:00,AVENIDA,CASTA?ARES AV.,SI,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,PEATON,MOTO
1,2018-10-01,08:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,SI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO,MOTO
1,2018-10-03,18:00:00,AVENIDA,NAZCA AV.,SI,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON,PASAJEROS
1,2018-10-04,22:00:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",SI,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO,MOTO
1,2018-10-06,14:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y JUJUY AV.,3,-58.4059686,-34.61011987,PEATON,PASAJEROS
1,2018-10-09,14:00:00,AVENIDA,DE LOS ITALIANOS AV.,SI,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,MOTO,AUTO
1,2018-10-10,22:00:00,AVENIDA,TUCUMAN,SI,"TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PEATON,PASAJEROS
1,2018-10-13,03:00:00,AVENIDA,CORRIENTES AV.,SI,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,PEATON,MOTO
1,2018-10-19,12:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,MOTO,CARGAS
1,2018-10-24,09:00:00,CALLE,MU?ECAS,SI,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,MOTO,CARGAS
1,2018-10-25,11:00:00,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",SI,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,MOTO,CARGAS
1,2018-10-30,02:00:00,AVENIDA,SOLIS,SI,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,MOTO,AUTO
1,2018-10-31,12:00:00,CALLE,"BOSCH, VENTURA",SI,"BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PEATON,PASAJEROS
1,2018-11-01,10:00:00,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,PEATON,CARGAS
1,2018-11-04,08:00:00,AVENIDA,"PERON, EVA AV.",NO,"PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO,MOTO
1,2018-11-05,14:00:00,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",SI,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,PEATON,MOTO
1,2018-11-05,22:00:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SI,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,PEATON,SD
1,2018-11-09,13:00:00,AVENIDA,MONROE,SI,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,PEATON,AUTO
1,2018-11-09,16:00:00,AVENIDA,RIVADAVIA AV.,SI,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.6374328,PEATON,PASAJEROS
1,2018-11-12,01:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,SI,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO,AUTO
1,2018-11-12,03:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025179,-34.67450313,AUTO,SD
1,2018-11-15,19:00:00,AUTOPISTA,AUTOPISTA PERITO MORENO,NO,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS,CARGAS
1,2018-11-16,21:00:00,AVENIDA,SAENZ AV.,SI,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PEATON,PASAJEROS
1,2018-11-18,12:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,MOTO,AUTO
1,2018-11-19,09:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO,MOTO
2,2018-11-25,04:00:00,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO,PASAJEROS
1,2018-11-28,04:00:00,AVENIDA,"NEWBERY, JORGE AV.",SI,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,MOTO,PASAJEROS
1,2018-12-03,03:00:00,AVENIDA,GAONA AV.,SI,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,MOTO,PASAJEROS
1,2018-12-07,19:00:00,AVENIDA,"MADERO, EDUARDO AV.",NO,"MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,MOTO,CARGAS
1,2018-12-12,08:00:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SI,"AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,PEATON,CARGAS
1,2018-12-12,14:00:00,AVENIDA,NAZCA AV.,SI,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON,CARGAS
1,2018-12-12,21:00:00,AVENIDA,LA PLATA AV.,SI,LA PLATA AV. y CASEROS AV.,7,-58.42349365,-34.64019887,PEATON,MOTO
1,2018-12-18,14:00:00,AVENIDA,BELGRANO AV.,SI,BELGRANO AV. y PERU,1,-58.37471802,-34.61265002,PEATON,PASAJEROS
1,2018-12-18,15:00:00,AVENIDA,RIVADAVIA AV.,NO,RIVADAVIA AV. 7013,7,-58.46438789,-34.62913916,PEATON,PASAJEROS
1,2018-12-18,20:00:00,CALLE,"ALSINA, ADOLFO",SI,"ALSINA, ADOLFO y SANTIAGO DEL ESTERO",1,-58.38481975,-34.61100424,MOTO,PASAJEROS
1,2018-12-21,09:00:00,CALLE,BERMUDEZ,NO,BERMUDEZ 1893,10,-58.50751833,-34.62073702,PASAJEROS,PASAJEROS
1,2018-12-22,06:00:00,CALLE,SANTANDER,NO,SANTANDER 1974,7,-58.44682986,-34.63888084,MOTO,MOTO
1,2018-12-22,08:00:00,CALLE,LANTERI JULIETA,NO,LANTERI JULIETA 1400,1,-58.3600465,-34.61381341,AUTO,AUTO
1,2018-12-22,17:00:00,AVENIDA,MAZA,SI,MAZA e INDEPENDENCIA AV.,5,-58.41509546,-34.62085945,PEATON,MOTO
1,2018-12-25,13:00:00,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,CARGAS,PASAJEROS
1,2018-12-29,05:00:00,AVENIDA,OLIVERA AV.,SI,"OLIVERA AV. y ALBERDI, JUAN BAUTISTA AV.",10,-58.48606475,-34.64047818,MOTO,AUTO
1,2019-01-08,08:00:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",SI,"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",2,-58.38526125,-34.5780581,MOTO,CARGAS
1,2019-01-09,04:00:00,AVENIDA,CASTA?ARES AV.,SI,"CASTAÃ‘ARES AV. y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,AUTO,CARGAS
1,2019-01-12,08:00:00,AVENIDA,SAN MARTIN AV.,SI,SAN MARTIN AV. y TERRADA,15,-58.49121672,-34.59718073,MOTO,AUTO
1,2019-01-14,19:00:00,AVENIDA,"PERON, EVA AV.",SI,"PERON, EVA AV. y MEDINA",9,-58.47325712,-34.65284605,AUTO,PASAJEROS
1,2019-01-19,12:00:00,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,MOTO,CARGAS
1,2019-01-23,05:00:00,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",NO,"OBLIGADO RAFAEL, AV.COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON,AUTO
1,2019-01-26,19:00:00,CALLE,"MITRE, BARTOLOME",SI,"MITRE, BARTOLOME y YATAY",5,-58.42891604,-34.6107166,MOTO,AUTO
1,2019-01-30,22:00:00,GRAL PAZ,"PAZ, GRAL. AV.",NO,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,MOTO,MULTIPLE
1,2019-01-31,14:00:00,AVENIDA,CHACABUCO,SI,CHACABUCO y SAN JUAN AV.,1,-58.37564821,-34.62200207,MOTO,AUTO
2,2019-02-02,07:00:00,AVENIDA,DEL LIBERTADOR AV.,NO,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,AUTO
1,2019-02-10,01:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.5183993,-34.66252488,PEATON,AUTO
1,2019-02-17,03:00:00,AVENIDA,CASTA?ARES AV.,SI,"CASTAÃ‘ARES AV. y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,MOTO,AUTO
1,2019-02-20,07:00:00,CALLE,SALVIGNY,SI,SALVIGNY y MOM,7,-58.4338383,-34.64457699,PEATON,AUTO
1,2019-02-20,17:00:00,CALLE,"LAMARCA, EMILIO",NO,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,MOTO,OBJETO FIJO
1,2019-02-23,06:00:00,AVENIDA,SAN MARTIN AV.,NO,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,AUTO,OBJETO FIJO
1,2019-02-24,02:00:00,CALLE,"CARRILLO, RAMON, DR.",SI,"CARRILLO, RAMON, DR. y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,MOTO,PASAJEROS
1,2019-03-03,07:00:00,CALLE,MEXICO,SI,MEXICO y PICHINCHA,3,-58.39914719,-34.61632317,AUTO,PASAJEROS
1,2019-03-03,23:00:00,AUTOPISTA,"CANTILO, INT.",SI,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON,AUTO
1,2019-03-06,12:00:00,AVENIDA,DEL LIBERTADOR AV.,NO,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,MOTO,AUTO
1,2019-03-07,21:00:00,AVENIDA,CHICLANA AV.,NO,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,MOTO,AUTO
1,2019-03-15,22:00:00,AVENIDA,BOYACA AV.,SI,BOYACA AV. y YERBAL,7,-58.45743597,-34.62561234,MOTO,AUTO
1,2019-03-15,00:00:00,AVENIDA,ENTRE RIOS AV.,NO,ENTRE RIOS AV. 1260,1,-58.39123782,-34.62352245,AUTO,SD
1,2019-03-16,08:00:00,GRAL PAZ,"PAZ, GRAL. AV.",SI,"PAZ, GRAL. AV. y JACQUES, AMADEO",9,-58.52922765,-34.63637963,AUTO,OBJETO FIJO
1,2019-03-19,07:00:00,AVENIDA,ANTARTIDA ARGENTINA AV.,NO,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,MOTO,CARGAS
1,2019-03-22,13:00:00,CALLE,"MITRE, BARTOLOME",SI,"MITRE, BARTOLOME y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON,AUTO
1,2019-03-28,07:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,PEATON,PASAJEROS
1,2019-03-28,11:00:00,AVENIDA,SANTA FE AV.,SI,SANTA FE AV. y AZCUENAGA,2,-58.39990285,-34.59511714,BICICLETA,MULTIPLE
1,2019-04-06,09:00:00,AVENIDA,"JUSTO, JUAN B. AV.",SI,"JUSTO, JUAN B. AV. y OROÃ‘O, NICASIO",11,-58.46051346,-34.60588536,PEATON,PASAJEROS
1,2019-04-07,10:00:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",SI,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,MOTO,OBJETO FIJO
1,2019-04-09,16:00:00,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",SI,"ALVAREZ, DONATO, TTE. GRAL. y YERBAL",7,-58.45457546,-34.62447891,MOTO,CARGAS
1,2019-04-12,19:00:00,AVENIDA,CORDOBA AV.,SI,"CORDOBA AV. y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,BICICLETA,CARGAS
1,2019-04-16,11:00:00,AVENIDA,CAMARONES,SI,"CAMARONES y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.6044379,PEATON,AUTO
1,2019-04-18,01:00:00,AUTOPISTA,AUTOPISTA 25 DE MAYO,SI,"AUTOPISTA 25 DE MAYO y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,MOTO,SD
1,2019-04-21,09:00:00,AVENIDA,"MORENO, PERITO AV.",NO,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,MOTO,OBJETO FIJO
1,2019-04-23,14:00:00,CALLE,SUIPACHA,NO,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON,BICICLETA
1,2019-04-26,22:00:00,CALLE,RIGLOS,SI,RIGLOS y FORMOSA,6,-58.4368044,-34.62147504,MOTO,AUTO
1,2019-05-01,23:00:00,AVENIDA,LA RIOJA,SI,LA RIOJA e INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,MOTO,AUTO
1,2019-05-04,14:00:00,AVENIDA,"UDAONDO, GUILLERMO AV.",SI,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON,MOTO
1,2019-05-09,03:00:00,AVENIDA,SAN PEDRITO AV.,SI,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,MOTO,AUTO
1,2019-05-09,12:00:00,CALLE,PUAN,SI,PUAN y SANTANDER,7,-58.4426358,-34.63679732,MOTO,SD
1,2019-05-11,20:00:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",SI,"ALBERDI, JUAN BAUTISTA AV. y ANDALGALA",9,-58.51140289,-34.65846419,AUTO,MULTIPLE
